ID,deposits,deposit_amount,withdrawals,withdrawal_amount,declines,biggest_deposit,deposit_amount_variance,withdrawal_amount_variance,nightdeposits,activeweeks,activemonths,propnight,intensity,netloss,logdeclines
customer1618,6,744.8,1,297.45,0,103,7537.243667,0,3,5,3,0.5,1.2,447.35,0
customer1619,64,1170.47,7,110,0,60,88.90981863,28.57142857,15,19,6,0.234375,3.368421053,1060.47,0
customer162,27,647.64,0,0,0,92.69,255.0288615,0,6,17,6,0.222222222,1.588235294,647.64,0
customer1620,238,3525.86,4,726.26,0,103,1717.306459,92786.93723,58,16,4,0.243697479,14.875,2799.6,0
customer1621,18,1413,0,0,0,206,2482.852941,0,5,10,4,0.277777778,1.8,1413,0
customer1622,40,423,0,0,0,60,91.94512821,0,10,17,7,0.25,2.352941176,423,0
customer1623,5,436.5,0,0,0,103,605.2,0,0,4,2,0,1.25,436.5,0
customer1624,23,1376.02,0,0,0,309,5470.883222,0,7,15,8,0.304347826,1.533333333,1376.02,0
customer1625,40,16642.25,24,10450,0,1030,85230.63938,14234.60145,21,15,4,0.525,2.666666667,6192.25,0
customer1626,41,1307.07,0,0,0,66.95,117.3259224,0,14,20,8,0.341463415,2.05,1307.07,0
customer1627,36,385,1,75,0,20.6,38.78968254,0,10,16,4,0.277777778,2.25,310,0
customer1628,79,2516.93,0,0,0,206,1218.14257,0,31,33,12,0.392405063,2.393939394,2516.93,0
customer1629,30,1609,2,98,0,103,177.6885057,2,4,15,5,0.133333333,2,1511,0
customer163,283,5191.23,32,2846.93,0,103,217.4007471,5462.039856,130,47,12,0.459363958,6.021276596,2344.3,0
customer1630,44,404.39,2,65,0,42,64.27074138,12.5,7,24,8,0.159090909,1.833333333,339.39,0
customer1631,3,400,0,0,0,206,3333.333333,0,0,3,3,0,1,400,0
customer1632,46,957.6,1,7,0,77.25,330.5028019,0,23,19,7,0.5,2.421052632,950.6,0
customer1633,51,3361.6,11,1727.66,0,180.25,3578.174452,11912.43244,20,14,5,0.392156863,3.642857143,1633.94,0
customer1634,8,1009.96,0,0,0,400,11898.23711,0,2,5,2,0.25,1.6,1009.96,0
customer1635,5,500,1,100,0,103,0,0,0,4,3,0,1.25,400,0
customer1636,37,16548,0,0,8,1000,48811.68919,0,18,16,8,0.486486486,2.3125,16548,2.197224577
customer1637,12,978,0,0,0,206,2357,0,5,8,4,0.416666667,1.5,978,0
customer1638,98,1095,0,0,0,32.96,46.39227856,0,30,14,4,0.306122449,7,1095,0
customer1639,31,832.62,0,0,0,48,67.60831161,0,8,17,6,0.258064516,1.823529412,832.62,0
customer164,367,17924.29,0,0,0,260,2047.746374,0,164,52,12,0.446866485,7.057692308,17924.29,0
customer1640,27,4009.49,0,0,0,473.79,28193.44077,0,2,17,8,0.074074074,1.588235294,4009.49,0
customer1641,228,15389.05,78,9727.54,0,600,7217.797966,46896.74088,66,34,8,0.289473684,6.705882353,5661.51,0
customer1642,34,1873,0,0,0,401.7,7582.749554,0,9,13,4,0.264705882,2.615384615,1873,0
customer1643,25,32765,1,100,30,2060,297809,0,4,14,6,0.16,1.785714286,32665,3.433987204
customer1644,14,2678.33,4,2026.92,0,300,17438.35218,43186.6116,8,6,3,0.571428571,2.333333333,651.41,0
customer1645,70,1898.13,0,0,0,74.16,63.43861534,0,2,36,12,0.028571429,1.944444444,1898.13,0
customer1646,39,3333,0,0,0,206,1298.991903,0,7,9,3,0.179487179,4.333333333,3333,0
customer1647,36,1222.55,14,739.89,0,206,1554.976117,6823.954407,14,15,4,0.388888889,2.4,482.66,0
customer1648,87,1530,0,0,0,185.39,726.6639936,0,22,17,4,0.252873563,5.117647059,1530,0
customer1649,100,29674.07,0,0,10,1000,43910.95525,0,28,28,8,0.28,3.571428571,29674.07,2.397895273
customer165,256,22195.77,36,8176.84,0,648.9,15601.10398,62770.05653,83,37,11,0.32421875,6.918918919,14018.93,0
customer1650,35,21023,2,5002,0,1030,63579.82017,498002,11,17,7,0.314285714,2.058823529,16021,0
customer1651,37,368.97,2,52.4,0,20.6,38.73106186,76.88,16,9,2,0.432432432,4.111111111,316.57,0
customer1652,42,818.04,0,0,0,55,76.71149408,0,1,14,4,0.023809524,3,818.04,0
customer1653,96,2957.69,0,0,0,141.1,380.3364847,0,29,23,7,0.302083333,4.173913043,2957.69,0
customer1654,202,17288.75,0,0,0,1091.79,22428.88448,0,81,49,12,0.400990099,4.12244898,17288.75,0
customer1655,12,265.6,0,0,0,41.2,34.24969697,0,0,9,4,0,1.333333333,265.6,0
customer1656,19,1856,3,924.27,0,206,3293.561404,196.3443,5,10,4,0.263157895,1.9,931.73,0
customer1657,29,2384.5,0,0,0,300,4379.456897,0,5,13,5,0.172413793,2.230769231,2384.5,0
customer1658,21,2080,5,450,0,103,169.047619,15100,7,16,6,0.333333333,1.3125,1630,0
customer1659,4,491.1,1,310,0,100,14520.06917,0,1,4,4,0.25,1,181.1,0
customer166,78,34793.96,0,0,6,1530,129708.7102,0,28,34,12,0.358974359,2.294117647,34793.96,1.945910149
customer1660,80,1692.79,0,0,0,103,159.7813152,0,8,32,9,0.1,2.5,1692.79,0
customer1661,3,423,0,0,0,309,21283,0,1,3,2,0.333333333,1,423,0
customer1662,12,1890.92,1,97,0,257.5,3096.910697,0,1,10,7,0.083333333,1.2,1793.92,0
customer1663,29,3339,5,2586.63,0,309,9065.194581,188917.3524,6,9,4,0.206896552,3.222222222,752.37,0
customer1664,15,1324,1,21,0,154.5,1144.638095,0,6,7,4,0.4,2.142857143,1303,0
customer1665,34,465,0,0,0,20.6,21.68003565,0,20,15,4,0.588235294,2.266666667,465,0
customer1666,86,8144.48,0,0,0,415,7946.896573,0,18,27,10,0.209302326,3.185185185,8144.48,0
customer1667,70,1252.43,23,1013.78,1,51.55,182.8990907,646.5248929,38,20,7,0.542857143,3.5,238.65,0.693147181
customer1668,37,2960.19,5,1211.81,0,206,1420.649226,53560.24522,14,20,11,0.378378378,1.85,1748.38,0
customer1669,80,1569,0,0,0,314.15,1486.215032,0,12,18,4,0.15,4.444444444,1569,0
customer167,3,121.5,0,0,0,51.5,270.75,0,2,2,1,0.666666667,1.5,121.5,0
customer1670,76,1123,0,0,0,103,185.1092982,0,34,15,4,0.447368421,5.066666667,1123,0
customer1671,1,10,1,10,0,0,0,0,0,1,1,0,1,0,0
customer1672,57,2899.1,20,2380,0,149.35,1304.277055,7070.210526,22,17,4,0.385964912,3.352941176,519.1,0
customer1673,119,1340.86,0,0,0,150.38,327.0208533,0,41,27,8,0.344537815,4.407407407,1340.86,0
customer1674,170,45832.95,0,0,3,555,11020.92607,0,57,42,12,0.335294118,4.047619048,45832.95,1.386294361
customer1675,11,1425.8,0,0,0,252.35,4189.483636,0,2,5,3,0.181818182,2.2,1425.8,0
customer1676,58,1338.9,0,0,0,72.1,190.5788778,0,19,9,3,0.327586207,6.444444444,1338.9,0
customer1677,4,274.09,2,130,0,70,2232.208692,2450,3,2,2,0.75,2,144.09,0
customer1678,7,291,0,0,0,51.5,17.28571429,0,0,7,5,0,1,291,0
customer1679,11,2305.64,0,0,0,1030,75698.14609,0,5,9,6,0.454545455,1.222222222,2305.64,0
customer168,125,2390.54,0,0,0,60,112.2042441,0,14,47,12,0.112,2.659574468,2390.54,0
customer1680,32,1037,3,90,0,103,557.2167339,300,12,12,5,0.375,2.666666667,947,0
customer1681,27,1305,0,0,0,206,1636.461538,0,15,11,4,0.555555556,2.454545455,1305,0
customer1682,7,584.1,0,0,0,100,554.0061905,0,1,6,4,0.142857143,1.166666667,584.1,0
customer1683,48,667.37,0,0,0,52,77.49778932,0,15,26,11,0.3125,1.846153846,667.37,0
customer1684,40,8747.62,0,0,0,618,11343.2457,0,13,21,8,0.325,1.904761905,8747.62,0
customer1685,33,5987.5,9,2201,0,360.5,5937.902462,13885.52778,13,13,4,0.393939394,2.538461538,3786.5,0
customer1686,50,1723.77,0,0,0,103,737.0774458,0,18,25,10,0.36,2,1723.77,0
customer1687,9,3356.15,3,1550,0,515,33395.10528,833.3333333,2,6,4,0.222222222,1.5,1806.15,0
customer1688,6,95,0,0,0,41.2,164.1666667,0,0,5,3,0,1.2,95,0
customer1689,17,3604.82,33,4821.68,0,0,19470.73705,7476.314195,5,6,3,0.294117647,2.833333333,-1216.86,0
customer169,165,6863.6,0,0,0,200,642.2177685,0,35,35,11,0.212121212,4.714285714,6863.6,0
customer1690,72,1500.67,0,0,0,103,454.0044225,0,21,24,8,0.291666667,3,1500.67,0
customer1691,2,60.3,0,0,0,51.5,812.045,0,0,2,2,0,1,60.3,0
customer1692,6,261.8,0,0,0,61.79,436.0066667,0,2,3,1,0.333333333,2,261.8,0
customer1693,41,4929.86,0,0,0,515,16794.83221,0,11,25,11,0.268292683,1.64,4929.86,0
customer1694,83,15588.38,32,9741,0,463.5,44861.79863,50743.15222,23,13,4,0.277108434,6.384615385,5847.38,0
customer1695,34,549,0,0,0,51.5,105.9019608,0,8,15,4,0.235294118,2.266666667,549,0
customer1696,21,1485,1,400,0,206,8230.714286,0,6,11,6,0.285714286,1.909090909,1085,0
customer1697,35,1439.62,25,1587.92,0,247.19,2872.992258,3692.427056,14,15,6,0.4,2.333333333,-148.3,0
customer1698,60,1614.81,9,149.85,0,98.88,407.8829282,153.3525,23,9,3,0.383333333,6.666666667,1464.96,0
customer1699,128,1985.31,0,0,0,99,173.951122,0,36,31,8,0.28125,4.129032258,1985.31,0
customer17,269,17806.49,14,5369.3,0,515,7843.201326,85562.99104,91,51,12,0.338289963,5.274509804,12437.19,0
customer170,71,9440.98,0,0,0,412,5669.37963,0,23,26,8,0.323943662,2.730769231,9440.98,0
customer1700,6,499.91,0,0,0,103,1553.160017,0,2,6,6,0.333333333,1,499.91,0
customer1701,26,1057.66,0,0,0,55,132.2031914,0,7,25,11,0.269230769,1.04,1057.66,0
customer1702,117,5410.72,0,0,0,425,3173.521653,0,29,29,8,0.247863248,4.034482759,5410.72,0
customer1703,26,736,0,0,0,51.5,71.26153846,0,5,18,6,0.192307692,1.444444444,736,0
customer1704,52,1896.2,0,0,0,154.5,1320.36819,0,14,14,4,0.269230769,3.714285714,1896.2,0
customer1705,163,2864.94,15,843,0,252.35,875.5757012,3980.885714,62,37,9,0.380368098,4.405405405,2021.94,0
customer1706,32,619,0,0,0,28.84,16.16834677,0,12,8,2,0.375,4,619,0
customer1707,31,3191.09,0,0,0,309,5369.916221,0,8,20,11,0.258064516,1.55,3191.09,0
customer1708,22,849.1,0,0,0,103,801.2099784,0,15,17,9,0.681818182,1.294117647,849.1,0
customer1709,13,159.42,1,20.37,0,21,33.05387308,0,2,12,9,0.153846154,1.083333333,139.05,0
customer171,34,685.2,0,0,0,83,260.2596881,0,4,24,11,0.117647059,1.416666667,685.2,0
customer1710,13,140.99,2,41.26,0,16,28.68456026,0,7,3,1,0.538461538,4.333333333,99.73,0
customer1711,26,6662.37,14,5745.07,0,515,57627.92617,90256.57651,9,8,4,0.346153846,3.25,917.3,0
customer1712,9,3735,1,1400,0,515,149337.5,0,2,5,3,0.222222222,1.8,2335,0
customer1713,14,20030.31,1,1800,0,2000,75031.54201,0,9,13,6,0.642857143,1.076923077,18230.31,0
customer1714,6,2715,0,0,0,824,101537.5,0,1,3,2,0.166666667,2,2715,0
customer1715,11,669.8,0,0,0,103,247.4909091,0,1,11,8,0.090909091,1,669.8,0
customer1716,33,2310.17,0,0,0,180.25,1608.949932,0,10,20,9,0.303030303,1.65,2310.17,0
customer1717,98,6276.95,0,0,0,103,426.7002441,0,23,34,11,0.234693878,2.882352941,6276.95,0
customer1718,11,519.91,0,0,0,103,860.8698273,0,4,10,7,0.363636364,1.1,519.91,0
customer1719,73,7448.54,12,5235,2,2000,49109.78778,213423.2955,27,9,3,0.369863014,8.111111111,2213.54,1.098612289
customer172,119,8626.2,0,0,0,721,8533.755198,0,50,40,12,0.420168067,2.975,8626.2,0
customer1720,19,1065,0,0,0,120,840.497076,0,7,8,4,0.368421053,2.375,1065,0
customer1721,14,468.6,5,212,1,927,309.6652747,636.3,3,7,4,0.214285714,2,256.6,0.693147181
customer1722,28,1355.33,1,0.43,0,206,2290.413715,0,14,11,3,0.5,2.545454545,1354.9,0
customer1723,33,966,0,0,0,206,1355.267045,0,9,11,4,0.272727273,3,966,0
customer1724,34,1585,0,0,0,51.5,64.65240642,0,17,25,11,0.5,1.36,1585,0
customer1725,28,3370.61,0,0,0,515,14857.21829,0,12,21,10,0.428571429,1.333333333,3370.61,0
customer1726,62,2462.11,7,1568.14,0,103.09,762.3442815,24203.44077,10,21,8,0.161290323,2.952380952,893.97,0
customer1727,3,401.5,0,0,0,206,5859.083333,0,1,1,1,0.333333333,3,401.5,0
customer1728,10,7837.72,0,0,1,1200,121740.202,0,4,7,5,0.4,1.428571429,7837.72,0.693147181
customer1729,9,6515,0,0,0,1030,70511.11111,0,2,3,1,0.222222222,3,6515,0
customer173,12,360,0,0,0,103,640.9090909,0,2,8,4,0.166666667,1.5,360,0
customer1730,1,120,0,0,0,123.71,0,0,0,1,1,0,1,120,0
customer1731,9,6027.84,0,0,0,1545,213992.4543,0,2,7,4,0.222222222,1.285714286,6027.84,0
customer1732,3,303.6,0,0,0,133.9,1724.32,0,1,2,1,0.333333333,1.5,303.6,0
customer1733,19,1296.5,1,180,0,247.19,3260.454678,0,1,9,4,0.052631579,2.111111111,1116.5,0
customer1734,86,5951.1,37,2190.96,0,226.6,2127.237406,6721.029426,33,41,12,0.38372093,2.097560976,3760.14,0
customer1735,9,482,0,0,0,103,1080.027778,0,3,6,3,0.333333333,1.5,482,0
customer1736,95,7625,7,693,0,412,5278.025756,0,31,14,4,0.326315789,6.785714286,6932,0
customer1737,13,557.61,13,1040,0,125,1194.153373,3512.5,5,8,3,0.384615385,1.625,-482.39,0
customer1738,114,3301.94,0,0,0,51.5,99.86912396,0,31,44,12,0.271929825,2.590909091,3301.94,0
customer1739,97,3622.37,2,208,0,309,2402.594551,21218,18,20,7,0.18556701,4.85,3414.37,0
customer174,204,7900.39,0,0,0,325,836.5493178,0,78,34,8,0.382352941,6,7900.39,0
customer1740,20,5332.45,0,0,3,1133,63635.30114,0,10,11,6,0.5,1.818181818,5332.45,1.386294361
customer1741,69,9422.91,1,100,0,339.9,4062.044209,0,16,8,2,0.231884058,8.625,9322.91,0
customer1742,23,976.02,1,32.5,0,206,3275.164398,0,10,17,10,0.434782609,1.352941176,943.52,0
customer1743,10,1023,0,0,0,200,1435.122222,0,3,7,2,0.3,1.428571429,1023,0
customer1744,9,7999.62,17,6185,0,1500,302770.5757,73802.15441,1,8,6,0.111111111,1.125,1814.62,0
customer1745,22,680.3,18,558.55,0,721,359.7504113,570.5262644,8,12,4,0.363636364,1.833333333,121.75,0
customer1746,6,200,0,0,0,103,378.2507067,0,4,5,4,0.666666667,1.2,200,0
customer1747,7,260,1,10,0,103,557.1428571,0,3,5,4,0.428571429,1.4,250,0
customer1748,28,1512.06,7,210.27,0,103,600.3293138,415.4631476,19,20,10,0.678571429,1.4,1301.79,0
customer1749,66,5067,0,0,0,309,5476.824476,0,17,17,4,0.257575758,3.882352941,5067,0
customer175,30,391.31,1,100,0,30.89,89.24892747,0,11,7,2,0.366666667,4.285714286,291.31,0
customer1750,75,11504.78,0,0,2,515,20500.02162,0,21,28,11,0.28,2.678571429,11504.78,1.098612289
customer1751,91,3213.78,3,100.87,0,200,1259.559268,3304.552433,16,26,8,0.175824176,3.5,3112.91,0
customer1752,12,4288.02,0,0,0,515,9909.867591,0,6,10,7,0.5,1.2,4288.02,0
customer1753,23,6300,0,0,0,515,22015.81028,0,15,10,4,0.652173913,2.3,6300,0
customer1754,21,1906.77,0,0,0,309,4772.362783,0,2,15,9,0.095238095,1.4,1906.77,0
customer1755,16,1015,0,0,0,133.9,995.7291667,0,5,7,4,0.3125,2.285714286,1015,0
customer1756,48,17673.63,0,0,1,1030,32868.32121,0,28,17,6,0.583333333,2.823529412,17673.63,0.693147181
customer1757,54,7362.08,29,6173.17,0,566.5,13026.60779,40281.40137,21,24,8,0.388888889,2.25,1188.91,0
customer1758,67,7130.8,40,4821.83,0,106.09,63007.79061,173988.4992,31,14,5,0.462686567,4.785714286,2308.97,0
customer1759,7,287.95,0,0,0,100,681.9989286,0,1,7,5,0.142857143,1,287.95,0
customer176,121,36632,0,0,2,824,30962.10367,0,52,40,12,0.429752066,3.025,36632,1.098612289
customer1760,90,5168,0,0,0,963.05,13020.22422,0,28,14,4,0.311111111,6.428571429,5168,0
customer1761,48,825,0,0,0,59.74,126.1555851,0,20,17,4,0.416666667,2.823529412,825,0
customer1762,5,1506,0,0,0,515,44107.2,0,3,4,2,0.6,1.25,1506,0
customer1763,50,658.05,10,52.05,0,42,57.76543776,7.242472222,12,25,8,0.24,2,606,0
customer1764,7,885.02,0,0,0,515,6138.676248,0,0,7,4,0,1,885.02,0
customer1765,40,2501.87,0,0,0,515,7358.135756,0,6,25,9,0.15,1.6,2501.87,0
customer1766,20,421.25,0,0,0,35,55.39391447,0,5,14,7,0.25,1.428571429,421.25,0
customer1767,2,60,0,0,0,41.2,200,0,0,2,2,0,1,60,0
customer1768,44,882.77,12,192.35,0,51.5,114.9095655,92.2330447,16,28,11,0.363636364,1.571428571,690.42,0
customer1769,29,980,0,0,0,164.8,794.0270936,0,8,15,4,0.275862069,1.933333333,980,0
customer177,651,74019.85,5,586.4,40,515,7728.769454,25012.992,218,49,12,0.334869432,13.28571429,73433.45,3.713572067
customer1770,59,1735,0,0,0,155,661.0730567,0,18,18,5,0.305084746,3.277777778,1735,0
customer1771,68,7306.21,1,1.76,0,442.9,4910.808959,0,15,34,11,0.220588235,2,7304.45,0
customer1772,3,344.2,1,200,0,140,10063.21333,0,0,3,3,0,1,144.2,0
customer1773,92,1355.63,0,0,0,41.2,48.67064065,0,41,31,11,0.445652174,2.967741935,1355.63,0
customer1774,9,381.5,0,0,0,51.5,278.8611111,0,1,3,2,0.111111111,3,381.5,0
customer1775,12,2376.05,8,1408,0,999.09,67412.73715,25660.28571,4,7,5,0.333333333,1.714285714,968.05,0
customer1776,11,267,1,50,0,51.5,210.0181818,0,3,9,5,0.272727273,1.222222222,217,0
customer1777,47,14597.2,0,0,2,1133,65882.2703,0,17,24,8,0.361702128,1.958333333,14597.2,1.098612289
customer1778,7,202.86,0,0,0,63.85,307.9961333,0,5,5,2,0.714285714,1.4,202.86,0
customer1779,36,28892.14,10,13700,0,1030,90372.3895,451222.2222,19,25,9,0.527777778,1.44,15192.14,0
customer178,38,262.38,17,206.72,0,400,37.6932202,285.5508375,11,11,3,0.289473684,3.454545455,55.66,0
customer1780,39,16176.67,27,14693.74,0,1030,70739.0744,255544.2772,18,11,5,0.461538462,3.545454545,1482.93,0
customer1781,4,168.84,1,70,0,41.2,369.4564,0,1,4,2,0.25,1,98.84,0
customer1782,19,5930.54,1,2400,0,1236,65162.84885,0,7,11,5,0.368421053,1.727272727,3530.54,0
customer1783,73,5685,0,0,0,412,5667.7207,0,21,17,4,0.287671233,4.294117647,5685,0
customer1784,9,415.07,4,340,0,103,886.5758111,4633.333333,1,8,6,0.111111111,1.125,75.07,0
customer1785,4,191.5,0,0,0,51.5,171.3958333,0,0,2,1,0,2,191.5,0
customer1786,18,330,0,0,0,20.6,50,0,3,10,3,0.166666667,1.8,330,0
customer1787,1,5,0,0,0,0,0,0,0,1,1,0,1,5,0
customer1788,43,505.21,6,93.75,0,92.69,294.9200896,66.74375,10,10,2,0.23255814,4.3,411.46,0
customer1789,20,2549.22,5,202.69,2,1500,114316.0048,1051.66892,5,7,2,0.25,2.857142857,2346.53,1.098612289
customer179,434,9598.78,0,0,0,206,674.2366095,0,121,49,12,0.278801843,8.857142857,9598.78,0
customer1790,15,1442,4,1396,0,154.5,2535.695238,16537.33333,2,8,4,0.133333333,1.875,46,0
customer1791,23,3186.19,0,0,0,300,3419.039518,0,5,13,6,0.217391304,1.769230769,3186.19,0
customer1792,54,13748.53,0,0,0,1000,48805.73126,0,40,15,5,0.740740741,3.6,13748.53,0
customer1793,11,365,0,0,0,139.05,1181.363636,0,3,8,4,0.272727273,1.375,365,0
customer1794,6,312.1,0,0,0,103,1420.361667,0,1,4,4,0.166666667,1.5,312.1,0
customer1795,5,545,0,0,0,412,26580,0,3,5,3,0.6,1,545,0
customer1796,4,420,0,0,0,206,4366.666667,0,0,3,1,0,1.333333333,420,0
customer1797,51,1070.29,43,1077.83,0,361,1630.628044,1162.704606,16,23,10,0.31372549,2.217391304,-7.54,0
customer1798,14,13134,1,2300,2,2000,356912.9011,0,6,11,6,0.428571429,1.272727273,10834,1.098612289
customer1799,56,4562.29,2,364.02,0,515,6011.674652,8447.4002,12,19,7,0.214285714,2.947368421,4198.27,0
customer18,73,737,2,20,0,20.6,16.47678843,0,18,17,4,0.246575342,4.294117647,717,0
customer180,19,1348,1,50,0,206,1742.608187,0,4,16,7,0.210526316,1.1875,1298,0
customer1800,17,235.65,0,0,0,51.73,146.5689154,0,2,6,3,0.117647059,2.833333333,235.65,0
customer1801,47,1420,0,0,0,154.5,558.6493987,0,31,14,4,0.659574468,3.357142857,1420,0
customer1802,13,415,0,0,0,51.5,68.91025641,0,2,9,5,0.153846154,1.444444444,415,0
customer1803,30,6493,0,0,0,1545,95441.63333,0,5,9,4,0.166666667,3.333333333,6493,0
customer1804,12,2335,0,0,0,515,15242.99242,0,7,8,4,0.583333333,1.5,2335,0
customer1805,87,4439.69,0,0,0,100,60.71904798,0,19,30,12,0.218390805,2.9,4439.69,0
customer1806,11,10407,0,0,8,2060,579711.0909,0,6,10,7,0.545454545,1.1,10407,2.197224577
customer1807,5,419,2,1695,0,200,4712.7,851512.5,0,5,4,0,1,-1276,0
customer1808,11,1555.99,0,0,0,226.6,2806.629445,0,9,11,8,0.818181818,1,1555.99,0
customer1809,50,17301.21,1,500.42,4,824,29430.11277,0,16,22,11,0.32,2.272727273,16800.79,1.609437912
customer181,20,1597.14,7,315.77,0,236.89,8017.692612,794.8337667,5,8,3,0.25,2.5,1281.37,0
customer1810,54,3906,0,0,0,374.92,6995.735849,0,33,17,4,0.611111111,3.176470588,3906,0
customer1811,12,480.6,0,0,0,103,888.7572727,0,4,9,4,0.333333333,1.333333333,480.6,0
customer1812,60,19450.54,0,0,27,1030,40544.39117,0,19,15,4,0.316666667,4,19450.54,3.33220451
customer1813,16,369.31,47,1010.11,0,0,749.8295363,538.7762927,7,11,5,0.4375,1.454545455,-640.8,0
customer1814,60,2235.65,28,1399.52,0,108.15,815.2380179,1186.638592,22,24,12,0.366666667,2.5,836.13,0
customer1815,3,228.5,0,0,0,123.59,1474.083333,0,1,3,3,0.333333333,1,228.5,0
customer1816,35,1094.57,1,30.07,0,334.75,3387.563264,0,11,23,9,0.314285714,1.52173913,1064.5,0
customer1817,13,1850.7,1,512.7,0,226.6,19266.39923,0,2,9,4,0.153846154,1.444444444,1338,0
customer1818,44,15124,1,500,0,978.5,52742.06342,0,16,15,4,0.363636364,2.933333333,14624,0
customer1819,11,1021.2,0,0,0,154.5,1622.094545,0,2,9,4,0.181818182,1.222222222,1021.2,0
customer182,176,9299,6,78.2,0,339.9,2209.795552,66.80666667,77,19,5,0.4375,9.263157895,9220.8,0
customer1820,33,1389.65,19,1184.3,0,360.5,1155.95665,2348.637681,10,14,4,0.303030303,2.357142857,205.35,0
customer1821,27,6279,12,5264,0,515,28649.17949,113560.6061,7,11,4,0.259259259,2.454545455,1015,0
customer1822,39,3189.37,0,0,0,226.6,1398.428475,0,4,20,8,0.102564103,1.95,3189.37,0
customer1823,6,835.02,0,0,0,200,2195.8054,0,2,5,3,0.333333333,1.2,835.02,0
customer1824,139,94333.86,0,0,66,2000,87138.411,0,31,33,8,0.223021583,4.212121212,94333.86,4.204692619
customer1825,48,999,1,26,0,100,381.5172872,0,11,20,7,0.229166667,2.4,973,0
customer1826,31,254.02,0,0,0,20.6,19.55304516,0,13,13,4,0.419354839,2.384615385,254.02,0
customer1827,30,3550.84,0,0,0,360.5,5663.409267,0,19,21,9,0.633333333,1.428571429,3550.84,0
customer1828,17,378.94,11,239.57,0,69.01,210.9081434,292.0796491,6,7,3,0.352941176,2.428571429,139.37,0
customer1829,8,228.36,0,0,0,41.2,197.9442,0,2,6,3,0.25,1.333333333,228.36,0
customer183,26,2672.94,0,0,0,310,2074.329266,0,8,18,9,0.307692308,1.444444444,2672.94,0
customer1830,38,1838.2,0,0,0,120,700.4348347,0,5,24,10,0.131578947,1.583333333,1838.2,0
customer1831,60,503.95,0,0,0,105,198.1355976,0,7,37,12,0.116666667,1.621621622,503.95,0
customer1832,58,14790.6,0,0,0,1030,46466.34528,0,13,23,6,0.224137931,2.52173913,14790.6,0
customer1833,5,611.78,0,0,0,206,5050.66368,0,4,2,1,0.8,2.5,611.78,0
customer1834,4,365,0,0,0,118.44,806.25,0,2,4,3,0.5,1,365,0
customer1835,28,29166.02,67,11380.79,2,1854,229212.9927,66250.19027,1,19,8,0.035714286,1.473684211,17785.23,1.098612289
customer1836,16,5152,0,0,4,2060,298299.3333,0,5,9,3,0.3125,1.777777778,5152,1.609437912
customer1837,21,10796.44,19,6402,1,1545,241070.8291,77931.49708,9,7,2,0.428571429,3,4394.44,0.693147181
customer1838,24,7453,0,0,0,618,18565.30254,0,13,9,4,0.541666667,2.666666667,7453,0
customer1839,13,3464.04,0,0,0,400,7338.771177,0,5,12,6,0.384615385,1.083333333,3464.04,0
customer184,322,7315.48,71,2559.49,0,164.8,568.4359171,1115.707948,80,50,12,0.248447205,6.44,4755.99,0
customer1840,10,424.97,0,0,0,103,581.8463122,0,2,5,2,0.2,2,424.97,0
customer1841,83,534.73,0,0,0,17,6.504802057,0,29,20,6,0.34939759,4.15,534.73,0
customer1842,103,397.08,0,0,0,30.89,8.472248753,0,25,26,8,0.242718447,3.961538462,397.08,0
customer1843,2,170.4,0,0,0,113.3,1230.08,0,1,1,1,0.5,2,170.4,0
customer1844,38,1618.29,5,126,0,257.5,1528.531585,60.2,4,31,11,0.105263158,1.225806452,1492.29,0
customer1845,15,2888,0,0,0,309,3164.838095,0,2,8,4,0.133333333,1.875,2888,0
customer1846,28,530.69,0,0,0,97.85,331.0435411,0,3,17,8,0.107142857,1.647058824,530.69,0
customer1847,57,3278.55,0,0,0,224,2137.573617,0,16,25,8,0.280701754,2.28,3278.55,0
customer1848,23,3133.9,28,2797.3,0,210,13595.91325,15193.05202,6,10,5,0.260869565,2.3,336.6,0
customer1849,25,3964.5,0,0,0,206,2386.493333,0,13,14,5,0.52,1.785714286,3964.5,0
customer185,172,3360.14,1,15,0,59,139.3542972,0,41,34,8,0.238372093,5.058823529,3345.14,0
customer1850,5,360,0,0,0,103,670,0,0,4,4,0,1.25,360,0
customer1851,35,1196.4,20,422.38,0,260,3019.20465,766.9645568,11,12,6,0.314285714,2.916666667,774.02,0
customer1852,14,2435,0,0,0,257.5,3339.148352,0,6,7,4,0.428571429,2,2435,0
customer1853,2,27.92,2,320,0,25,137.4482,2450,0,2,2,0,1,-292.08,0
customer1854,142,14544.51,0,0,0,515,4911.082519,0,72,27,8,0.507042254,5.259259259,14544.51,0
customer1855,33,1310,0,0,0,123.59,540.530303,0,11,16,4,0.333333333,2.0625,1310,0
customer1856,3,174.61,0,0,0,140,4517.096033,0,1,3,2,0.333333333,1,174.61,0
customer1857,41,355.99,0,0,0,22,26.46420012,0,2,18,6,0.048780488,2.277777778,355.99,0
customer1858,14,211.51,4,447,0,51.55,123.0144027,14522.91667,1,11,5,0.071428571,1.272727273,-235.49,0
customer1859,55,29865,0,0,27,1030,36980.18519,0,16,12,4,0.290909091,4.583333333,29865,3.33220451
customer186,55,13679.42,0,0,0,618,22376.19635,0,30,14,4,0.545454545,3.928571429,13679.42,0
